,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,year,pros_clean,cons_clean,headline_clean,too_long_pro,too_long_con,Clean_pro_aspect_sentiments,Clean_con_aspect_sentiments,pro_aspect_sentiments,con_aspect_sentiments
120930,Vodafone,2020-07-10, Technical Advisor,Current Employee,"Plymouth, England, England",5,2.0,5.0,,3.0,5.0,5.0,v,v,v,Great Company to work for,"Great teams
Unbeatable Bonuses
Very good Holiday Allowance","Random shifts make planning your days off almost impossible 
Progression is never around",2020,great team unbeatable bonus very good holiday allowance,random shift make plan your day off almost impossible progression be never around,great company to work for,False,False,"{'pay': {1: 0.008401111, 2: 0.008180994, 3: 0.05837191, 4: 0.3718284, 5: 0.5532176, 'label': 5}, 'work-life balance': {1: 0.009239437, 2: 0.012706714, 3: 0.10368193, 4: 0.4680655, 5: 0.40630645, 'label': 4}, 'teamwork & collaboration': {1: 0.0072887894, 2: 0.008994511, 3: 0.076633595, 4: 0.43342936, 5: 0.4736537, 'label': 5}}","{'growth': {1: 0.6125123, 2: 0.26006564, 3: 0.087946095, 4: 0.025601607, 5: 0.013874361, 'label': 1}, 'flexibility': {1: 0.5434805, 2: 0.28813472, 3: 0.1147304, 4: 0.03610099, 5: 0.017553309, 'label': 1}}","{'pay': {1: 0.007360705, 2: 0.008632061, 3: 0.067421794, 4: 0.41042107, 5: 0.5061644, 'label': 5}, 'work-life balance': {1: 0.007195442, 2: 0.011841242, 3: 0.11454915, 4: 0.50933915, 5: 0.35707498, 'label': 4}, 'teamwork & collaboration': {1: 0.005764947, 2: 0.008087139, 3: 0.0778417, 4: 0.45936114, 5: 0.44894508, 'label': 4}}","{'growth': {1: 0.6650696, 2: 0.2625676, 3: 0.056656774, 4: 0.010538772, 5: 0.005167262, 'label': 1}, 'flexibility': {1: 0.6008196, 2: 0.29812616, 3: 0.078458846, 4: 0.015731152, 5: 0.0068642385, 'label': 1}}"
83927,Network-Rail,2021-04-14, Senior Project Manager,Current Employee,"York, England, England",2,,,,,,,o,o,o,Salary,Good basic pay at all levels,Progression can be based on who you know,2021,good basic pay at all level,progression can be base on who you know,salary,False,False,"{'pay': {1: 0.007742201, 2: 0.013760139, 3: 0.14117444, 4: 0.5178458, 5: 0.31947738, 'label': 4}}","{'growth': {1: 0.20730382, 2: 0.31089413, 3: 0.32435873, 4: 0.12064905, 5: 0.03679416, 'label': 3}}","{'pay': {1: 0.007624345, 2: 0.01390152, 3: 0.14642726, 4: 0.52750456, 5: 0.30454224, 'label': 4}}","{'growth': {1: 0.22171485, 2: 0.31868553, 3: 0.32072997, 4: 0.10667509, 5: 0.032194626, 'label': 3}}"
92621,REED,2016-01-21, Permanents Consultant,"Current Employee, less than 1 year","London, England, England",5,5.0,5.0,,5.0,4.0,5.0,v,v,v,Current Employee,"I have been with REED since November 2015 and am thoroughly enjoying my new role so far. REED is clearly a business with honesty, integrity and collaboration at it's core, which contributes to an inspiring and rewarding daily working environment. 

One particular positive element that truly stands out is the company's commitment to training. As a new starter, I have experienced thorough and comprehensive training, both in branch daily, and on a 3 day dedicated residential course. REED seems to truly invest in their employees and work hard to supply them with the skills and knowledge to allow them to build successful careers.","I don't currently have any constructive criticism to offer, and genuinely feel that ""you get out what you put in"". I feel that REED is an environment where highly motivated self-starters are given the best opportunity to flourish, and am hopeful that I am at the start of a long and successful career!",2016,I have be with reed since november 2015 and be thoroughly enjoy my new role so far reed be clearly a business with honesty integrity and collaboration at it 's core which contribute to an inspire and rewarding daily work environment one particular positive element that truly stand out be the company 's commitment to training as a new starter I have experience thorough and comprehensive training both in branch daily and on a 3 day dedicate residential course reed seem to truly invest in their employee and work hard to supply they with the skill and knowledge to allow they to build successful career,I do not currently have any constructive criticism to offer and genuinely feel that you get out what you put in I feel that reed be an environment where highly motivated self starter be give the good opportunity to flourish and be hopeful that I be at the start of a long and successful career,current employee,False,False,"{'growth': {1: 0.01610859, 2: 0.03031925, 3: 0.124244355, 4: 0.479362, 5: 0.34996584, 'label': 4}, 'culture': {1: 0.01951542, 2: 0.035045836, 3: 0.13206989, 4: 0.46255133, 5: 0.3508176, 'label': 4}, 'training & onboarding': {1: 0.015262487, 2: 0.027294902, 3: 0.12334417, 4: 0.49707866, 5: 0.33701986, 'label': 4}, 'job role clarity': {1: 0.020287402, 2: 0.040464375, 3: 0.17906302, 4: 0.5034596, 5: 0.25672564, 'label': 4}, 'teamwork & collaboration': {1: 0.015295498, 2: 0.02982658, 3: 0.1349679, 4: 0.517691, 5: 0.302219, 'label': 4}}","{'growth': {1: 0.39125776, 2: 0.31247005, 3: 0.15601817, 4: 0.08580552, 5: 0.05444854, 'label': 1}, 'culture': {1: 0.42135495, 2: 0.2947336, 3: 0.14181294, 4: 0.08403241, 5: 0.05806612, 'label': 1}}","{'growth': {1: 0.0046060462, 2: 0.010432231, 3: 0.08036592, 4: 0.52861387, 5: 0.37598196, 'label': 4}, 'culture': {1: 0.005487976, 2: 0.012330719, 3: 0.09096537, 4: 0.52617997, 5: 0.365036, 'label': 4}, 'training & onboarding': {1: 0.0036097055, 2: 0.0076528722, 3: 0.06671179, 4: 0.52811545, 5: 0.39391023, 'label': 4}, 'job role clarity': {1: 0.0054898164, 2: 0.013445262, 3: 0.1124199, 4: 0.56371063, 5: 0.3049344, 'label': 4}, 'teamwork & collaboration': {1: 0.0037480001, 2: 0.00855782, 3: 0.07684584, 4: 0.5541796, 5: 0.35666877, 'label': 4}}","{'growth': {1: 0.36311013, 2: 0.28941956, 3: 0.13311732, 4: 0.108166054, 5: 0.10618696, 'label': 1}, 'culture': {1: 0.4024963, 2: 0.2742077, 3: 0.11788408, 4: 0.10035376, 5: 0.1050581, 'label': 1}}"
32129,DFS-Furniture,2016-06-29, Sales Office Administrator,"Former Employee, more than 3 years","Warrington, North West England, England, England",4,4.0,5.0,,5.0,3.0,4.0,v,v,v,Excellent company to work far,"Great staff, friendly, great training always have the support on hand whenever you need it from various stores on your region / higher ups.",Sometimes can be too focused on sales and targets to take into account the administration work needed,2016,great staff friendly great training always have the support on hand whenever you need it from various store on your region high up,sometimes can be too focused on sale and target to take into account the administration work need,excellent company to work far,False,False,"{'training & onboarding': {1: 0.0023204219, 2: 0.002925266, 3: 0.035802864, 4: 0.40057686, 5: 0.5583746, 'label': 5}, 'tools & resources': {1: 0.0024857197, 2: 0.0032826164, 3: 0.038150955, 4: 0.40490437, 5: 0.55117637, 'label': 5}}",{},"{'training & onboarding': {1: 0.0015570958, 2: 0.0020087003, 3: 0.02541542, 4: 0.3671424, 5: 0.60387635, 'label': 5}, 'tools & resources': {1: 0.0016815354, 2: 0.0022453584, 3: 0.026807204, 4: 0.3658276, 5: 0.60343826, 'label': 5}}",{}
91026,PwC,2017-06-14, Analyst,"Current Employee, more than 1 year","London, England, England",4,5.0,4.0,,4.0,3.0,4.0,v,v,v,PwC - recommend,"- inclusive and friendly culture
- people are honest, nice and hard-working
- pockets of excellence in  many parts of the firm","- resistance to change, not particularly innovative (largely due to partnership model and revenue based on times and materials)
- network model means no real global integration, more like different local satellites working in silos",2017,inclusive and friendly culture people be honest nice and hard work pocket of excellence in many part of the firm,resistance to change not particularly innovative largely due to partnership model and revenue base on time and material network model mean no real global integration more like different local satellite work in silos,pwc recommend,False,False,"{'culture': {1: 0.006764945, 2: 0.010955109, 3: 0.118120454, 4: 0.4476952, 5: 0.41646433, 'label': 4}, 'diversity & inclusion': {1: 0.005449635, 2: 0.008477822, 3: 0.10297313, 4: 0.46303147, 5: 0.42006788, 'label': 4}, 'people': {1: 0.006668844, 2: 0.010522848, 3: 0.1169181, 4: 0.44683543, 5: 0.41905475, 'label': 4}}",{},"{'culture': {1: 0.008305758, 2: 0.014743489, 3: 0.15365721, 4: 0.4920732, 5: 0.33122033, 'label': 4}, 'diversity & inclusion': {1: 0.0061649773, 2: 0.010056873, 3: 0.11722141, 4: 0.49621743, 5: 0.37033936, 'label': 4}, 'people': {1: 0.00788532, 2: 0.013555031, 3: 0.1465597, 4: 0.49058896, 5: 0.34141105, 'label': 4}}",{}
72064,McDonald-s,2016-10-19, Crew Member,"Former Employee, less than 1 year","Barrow in Furness, England, England",1,1.0,1.0,,3.0,1.0,1.0,x,o,x,Awful,There weren't any pros for this job,"Awful team of staff, horrendous management, awful hours - 10 x 10 hour shifts in a row without a day off, then off for 2 days and back in for 10.",2016,there be not any pro for this job,awful team of staff horrendous management awful hour 10 x 10 hour shift in a row without a day off then off for 2 day and back in for 10,awful,False,False,{},"{'management': {1: 0.90328264, 2: 0.08417631, 3: 0.010153884, 4: 0.0013478902, 5: 0.001039254, 'label': 1}, 'flexibility': {1: 0.83991736, 2: 0.13771893, 3: 0.018367033, 4: 0.002461349, 5: 0.0015353533, 'label': 1}, 'teamwork & collaboration': {1: 0.8678035, 2: 0.11414918, 3: 0.014806607, 4: 0.001984166, 5: 0.0012564657, 'label': 1}}",{},"{'management': {1: 0.8916688, 2: 0.09764561, 3: 0.008898126, 4: 0.0010432063, 5: 0.00074431585, 'label': 1}, 'work-life balance': {1: 0.85074556, 2: 0.13499992, 3: 0.011998383, 4: 0.0013626656, 5: 0.0008934883, 'label': 1}, 'flexibility': {1: 0.84039015, 2: 0.14374426, 3: 0.013404458, 4: 0.0015206698, 5: 0.00094041566, 'label': 1}, 'teamwork & collaboration': {1: 0.866333, 2: 0.121006355, 3: 0.010715504, 4: 0.0011905644, 5: 0.0007546658, 'label': 1}}"
98212,Sainsbury-s,2021-05-03, Online GA,"Current Employee, less than 1 year","Warrington, North West England, England, England",5,4.0,4.0,5.0,3.0,4.0,4.0,v,o,v,Decent place to work,"Good managers, fun and enjoyable working with colleagues",can be demanding at times,2021,good manager fun and enjoyable work with colleague,can be demand at time,decent place to work,False,False,{},{},"{'management': {1: 0.0029263585, 2: 0.004376945, 3: 0.08705297, 4: 0.53590316, 5: 0.3697406, 'label': 4}, 'people': {1: 0.0028725958, 2: 0.004360769, 3: 0.08955564, 4: 0.5337395, 5: 0.36947146, 'label': 4}}","{'stress & pressure': {1: 0.20112403, 2: 0.33936918, 3: 0.30549186, 4: 0.11102367, 5: 0.042991247, 'label': 2}}"
104460,Tesco,2017-12-07, Project Manager,"Current Employee, more than 3 years","Welwyn Garden City, England, England",4,5.0,5.0,,2.0,3.0,5.0,v,v,v,Great experience but not much chance of promotion above WL2,"Flexible working, masses of opportunity to move around",little opportunity for promotion above WL2,2017,flexible working masse of opportunity to move around,little opportunity for promotion above wl2,great experience but not much chance of promotion above wl2,False,False,"{'growth': {1: 0.0077037746, 2: 0.0154011585, 3: 0.16748084, 4: 0.5225175, 5: 0.28689674, 'label': 4}, 'flexibility': {1: 0.012043863, 2: 0.024389701, 3: 0.19387393, 4: 0.508994, 5: 0.26069853, 'label': 4}}","{'growth': {1: 0.3565692, 2: 0.3421216, 3: 0.21200281, 4: 0.0649228, 5: 0.02438361, 'label': 1}}","{'growth': {1: 0.006047313, 2: 0.01175467, 3: 0.15081242, 4: 0.5322656, 5: 0.29911992, 'label': 4}, 'flexibility': {1: 0.009016308, 2: 0.018508222, 3: 0.17294468, 4: 0.52379555, 5: 0.27573517, 'label': 4}}","{'growth': {1: 0.3565692, 2: 0.3421216, 3: 0.21200281, 4: 0.0649228, 5: 0.02438361, 'label': 1}}"
20352,Booking-com,2020-10-21, Data Engineer,Former Employee,"Manchester City Centre, England, England",4,,,,,,,o,o,o,"Good culture, good salary and benefits","Good salary, culture, and benefits",Too much focus on starting projects instead of actually finishing them,2020,good salary culture and benefit,too much focus on start project instead of actually finish they,good culture good salary and benefit,False,False,"{'pay': {1: 0.008398748, 2: 0.01259038, 3: 0.14801326, 4: 0.5154667, 5: 0.31553096, 'label': 4}, 'culture': {1: 0.008254106, 2: 0.012586614, 3: 0.15287282, 4: 0.5095037, 5: 0.31678277, 'label': 4}}",{},"{'pay': {1: 0.008486882, 2: 0.013237398, 3: 0.152454, 4: 0.51385224, 5: 0.3119695, 'label': 4}, 'culture': {1: 0.0077397847, 2: 0.0127920825, 3: 0.15578379, 4: 0.5162556, 5: 0.3074287, 'label': 4}, 'benefits': {1: 0.007064389, 2: 0.011953351, 3: 0.16188519, 4: 0.52810293, 5: 0.29099414, 'label': 4}}",{}
10064,B-and-Q,2016-09-25, Customer Advisor,"Former Employee, more than 8 years","Ipswich, England, England",3,2.0,3.0,,3.0,3.0,3.0,v,r,r,Staff not always valued,Above minimum wage. Great bunch of staff make B&Q look good,Took away our Sunday premium to pay above the minimum wage. Book holidays quickly,2016,above minimum wage great bunch of staff make b&q look good,take away our sunday premium to pay above the minimum wage book holiday quickly,staff not always value,False,False,"{'pay': {1: 0.012198445, 2: 0.018464886, 3: 0.142596, 4: 0.47158825, 5: 0.35515243, 'label': 4}}","{'pay': {1: 0.47637108, 2: 0.23818265, 3: 0.14315419, 4: 0.07871106, 5: 0.06358105, 'label': 1}, 'work-life balance': {1: 0.4372598, 2: 0.27310637, 3: 0.15883811, 4: 0.07759503, 5: 0.053200696, 'label': 1}}","{'pay': {1: 0.016339565, 2: 0.02414837, 3: 0.14795248, 4: 0.45330626, 5: 0.3582533, 'label': 4}}","{'pay': {1: 0.41612983, 2: 0.2476247, 3: 0.15662774, 4: 0.09729537, 5: 0.08232234, 'label': 1}, 'work-life balance': {1: 0.40092373, 2: 0.29491374, 3: 0.16813591, 4: 0.07979953, 5: 0.056227066, 'label': 1}}"
60888,John-Lewis-and-Partners,2016-08-31, Beauty Premium Sales Advisor,Former Employee,"Reading, England, England",4,4.0,3.0,,4.0,5.0,3.0,o,o,r,Worked there for 3-4 years,Amazing benefits and very lovely management team.,Hours weren't flexible- fixed days were worked with little to no opportunity to change them,2016,amazing benefit and very lovely management team,hour be not flexible- fix day be work with little to no opportunity to change they,work there for 3 4 year,False,False,"{'management': {1: 0.0024681478, 2: 0.0023393796, 3: 0.023700293, 4: 0.27043375, 5: 0.7010584, 'label': 5}, 'teamwork & collaboration': {1: 0.0021255682, 2: 0.002245861, 3: 0.027738927, 4: 0.3184086, 5: 0.64948106, 'label': 5}}","{'growth': {1: 0.3453357, 2: 0.38795513, 3: 0.20778766, 4: 0.044680122, 5: 0.014241419, 'label': 2}, 'flexibility': {1: 0.34033346, 2: 0.38786346, 3: 0.21121663, 4: 0.0463854, 5: 0.014200955, 'label': 2}}","{'management': {1: 0.0018185679, 2: 0.001975974, 3: 0.020972958, 4: 0.27073932, 5: 0.70449317, 'label': 5}, 'benefits': {1: 0.0018394382, 2: 0.0021007324, 3: 0.025119709, 4: 0.30190226, 5: 0.6690379, 'label': 5}, 'teamwork & collaboration': {1: 0.0015752919, 2: 0.0018873654, 3: 0.024199523, 4: 0.31459075, 5: 0.6577471, 'label': 5}}","{'work-life balance': {1: 0.37204915, 2: 0.44707182, 3: 0.15635078, 4: 0.019977381, 5: 0.004550878, 'label': 2}, 'growth': {1: 0.4051343, 2: 0.42954627, 3: 0.14054757, 4: 0.019822486, 5: 0.004949406, 'label': 2}, 'flexibility': {1: 0.3837423, 2: 0.43446052, 3: 0.15370409, 4: 0.022671925, 5: 0.005421178, 'label': 2}}"
14956,Babcock-International-Group,2021-03-03, Finance Manager,"Current Employee, more than 3 years","Basingstoke, England, England",2,4.0,4.0,4.0,4.0,4.0,4.0,v,o,v,Finance,Good pay and rewards are brilliant,Location and structure of Business unit,2021,good pay and reward be brilliant,location and structure of business unit,finance,False,False,"{'pay': {1: 0.008021193, 2: 0.008917142, 3: 0.08684136, 4: 0.40820155, 5: 0.4880188, 'label': 5}}",{},"{'pay': {1: 0.0037626943, 2: 0.0039888043, 3: 0.044309985, 4: 0.35892868, 5: 0.5890098, 'label': 5}, 'benefits': {1: 0.0038576259, 2: 0.0042407066, 3: 0.05266622, 4: 0.38446787, 5: 0.55476755, 'label': 5}}",{}
34591,Deloitte,2016-12-07, Consultant,Current Employee,"Bristol, England, England",5,5.0,5.0,,5.0,4.0,5.0,v,v,v,Very happy so far,Hard work but worth it. My day flies by and I always feel driven to achieve my best. The company treats you well from the start.,"Long hours (apparently, yet to see for myself). Starting pay pretty low.",2016,hard work but worth it my day fly by and I always feel driven to achieve my good the company treat you well from the start,long hour apparently yet to see for myself starting pay pretty low,very happy so far,False,False,{},"{'pay': {1: 0.47856447, 2: 0.33730888, 3: 0.1505085, 4: 0.025686363, 5: 0.007931824, 'label': 1}}",{},"{'pay': {1: 0.3978555, 2: 0.4083094, 3: 0.16529074, 4: 0.023036722, 5: 0.005507608, 'label': 2}, 'work-life balance': {1: 0.26966256, 2: 0.45752767, 3: 0.23128617, 4: 0.034711376, 5: 0.006812287, 'label': 2}, 'stress & pressure': {1: 0.4163316, 2: 0.4195078, 3: 0.13699397, 4: 0.021088127, 5: 0.0060784807, 'label': 2}}"
21743,Boots,2020-12-09, Retail Sales Associate,"Former Employee, less than 1 year","Lincoln, England, England",4,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Amazing,Really nice people work there,Very busy place to work,2020,really nice people work there,very busy place to work,amazing,False,False,"{'people': {1: 0.0048710867, 2: 0.006303913, 3: 0.063746646, 4: 0.3915213, 5: 0.53355706, 'label': 5}}",{},"{'people': {1: 0.0048710867, 2: 0.006303913, 3: 0.063746646, 4: 0.3915213, 5: 0.53355706, 'label': 5}}",{}
77372,Morgan-Stanley,2020-03-04, Vice President,Current Employee,"London, England, England",4,3.0,4.0,,2.0,3.0,3.0,o,o,o,Production Management,"Very clever people 
One of the best on the street
Equities takes a lot of the spotlight","Bureaucracy as with big firms
Need to fight for projects",2020,very clever people one of the good on the street equity take a lot of the spotlight,bureaucracy as with big firm need to fight for project,production management,False,False,"{'diversity & inclusion': {1: 0.0091307135, 2: 0.015645815, 3: 0.14081906, 4: 0.4932068, 5: 0.3411976, 'label': 4}, 'people': {1: 0.014437344, 2: 0.025276242, 3: 0.18591277, 4: 0.47544247, 5: 0.29893124, 'label': 4}}",{},"{'people': {1: 0.012550376, 2: 0.024796257, 3: 0.18246356, 4: 0.47500196, 5: 0.3051878, 'label': 4}}",{}
